observation_id,Benchmark,doi,Dataset,DatasetNumber,DatasetType,DatasetOrigin,run,ToolReported,Tool,tool_family,tool_version,TP,FP,TP_plus_FP,TruthTotal,Recall,Precision,F1,FN_reported,FN_recalculated,precision_recalculated,recall_recalculated,f1_recalculated,execution_time_h,memory_usage,time_ranking_in_set,Read_length,number_of_reads,has_f1,has_precision_recall,Is_Edgren,source_file,source_sheet,Benchmark_purpose,new_tool,FN,Is_Edgren_Binary
OBS0091,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919457/,Dataset2.3,2.3,real,Real,,STAR-Fusion,STAR-Fusion,STAR-Fusion,v1.4.0,38.0,10.0,48.0,80.0,0.475,0.7916666666666666,0.5937499999999999,,42.0,0.7916666666666666,0.475,0.5937499999999999,2.0,40.0,2.0,100,297000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, Arriba",42.0,yes
OBS0092,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919457/,Dataset2.3,2.3,real,Real,,FusionCatcher,FusionCatcher,FusionCatcher,v1.00,42.0,200.0,242.0,80.0,0.525,0.1735537190082644,0.2608695652173914,,38.0,0.17355371900826447,0.525,0.2608695652173914,20.0,28.0,3.0,100,297000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, Arriba",38.0,yes
OBS0093,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919457/,Dataset2.3,2.3,real,Real,,deFuse,deFuse,deFuse,v0.8.1,70.0,280.0,350.0,80.0,0.875,0.2,0.3255813953488372,,10.0,0.2,0.875,0.3255813953488372,25.0,5.0,4.0,100,297000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, Arriba",10.0,yes
OBS0094,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919457/,Dataset2.3,2.3,real,Real,,InFusion,InFusion,InFusion,v0.8,60.0,350.0,410.0,80.0,0.75,0.1463414634146341,0.2448979591836734,,20.0,0.14634146341463414,0.75,0.2448979591836734,48.0,8.0,5.0,100,297000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, Arriba",20.0,yes
OBS0096,2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7919457/,Dataset2.3,2.3,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,v1.27,44.0,280.0,324.0,80.0,0.55,0.1358024691358024,0.2178217821782178,,36.0,0.13580246913580246,0.55,0.2178217821782178,148.0,10.0,7.0,100,297000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, Arriba",36.0,yes
OBS0126,3,doi: 10.1038/srep21597,Dataset3.2,3.2,simulated,Simulated,,Bellerophontes,Bellerophontes,Bellerophontes,0.4.0.,33.0,,42.0,50.0,0.66,0.7857142857142857,0.717391304347826,,17.0,,0.66,0.717391304347826,0.1,9.25,2.0,75,8500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,17.0,no
OBS0149,5,DOI:10.1038/s41598-017-07070-6,Dataset5.3,5.3,simulated,Simulated,,Gfusion,GFusion,GFusion,,37.0,7.0,44.0,42.0,0.8809523809523809,0.8409090909090909,0.8604651162790699,,5.0,0.8409090909090909,0.8809523809523809,0.8604651162790699,,,,75,24000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, GFusion",5.0,no
OBS0150,5,DOI:10.1038/s41598-017-07070-6,Dataset5.3,5.3,simulated,Simulated,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,35.0,50.0,85.0,42.0,0.8333333333333334,0.4117647058823529,0.5511811023622047,,7.0,0.4117647058823529,0.8333333333333334,0.5511811023622047,,,,75,24000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, GFusion",7.0,no
OBS0151,5,DOI:10.1038/s41598-017-07070-6,Dataset5.3,5.3,simulated,Simulated,,FusionMap,FusionMap,FusionMap,,22.0,160.0,182.0,42.0,0.5238095238095238,0.1208791208791208,0.1964285714285714,,20.0,0.12087912087912088,0.5238095238095238,0.19642857142857142,,,,75,24000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, GFusion",20.0,no
OBS0152,5,DOI:10.1038/s41598-017-07070-6,Dataset5.3,5.3,simulated,Simulated,,JAFFA,JAFFA,JAFFA,,22.0,77.0,99.0,42.0,0.5238095238095238,0.2222222222222222,0.3120567375886524,,20.0,0.2222222222222222,0.5238095238095238,0.31205673758865243,,,,75,24000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, GFusion",20.0,no
OBS0153,5,DOI:10.1038/s41598-017-07070-6,Dataset5.3,5.3,simulated,Simulated,,ChimPipe,ChimPipe,ChimPipe,,9.0,13.0,22.0,42.0,0.2142857142857142,0.4090909090909091,0.28125,,33.0,0.4090909090909091,0.21428571428571427,0.28125,,,,75,24000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, GFusion",33.0,no
OBS0154,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.1,6.1,real,Real,run 3,FuSeq,FuSeq,FuSeq,,22.0,31.0,53.0,27.0,0.8148148148148148,0.4150943396226415,0.55,,5.0,0.41509433962264153,0.8148148148148148,0.55,1.83,7.0,1.0,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",5.0,yes
OBS0155,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.1,6.1,real,Real,,FusionMap,FusionMap,FusionMap,,12.0,35.0,47.0,27.0,0.4444444444444444,0.2553191489361702,0.3243243243243243,,15.0,0.2553191489361702,0.4444444444444444,0.32432432432432434,4.08,0.9,2.0,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",15.0,yes
OBS0157,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.1,6.1,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,24.0,237.0,261.0,27.0,0.8888888888888888,0.0919540229885057,0.1666666666666666,,3.0,0.09195402298850575,0.8888888888888888,0.16666666666666666,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",3.0,yes
OBS0158,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.1,6.1,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,24.0,37.0,61.0,27.0,0.8888888888888888,0.3934426229508196,0.5454545454545455,,3.0,0.39344262295081966,0.8888888888888888,0.5454545454545455,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",3.0,yes
OBS0159,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.1,6.1,real,Real,,JAFFA,JAFFA,JAFFA,,20.0,22.0,42.0,27.0,0.7407407407407407,0.4761904761904761,0.5797101449275363,,7.0,0.47619047619047616,0.7407407407407407,0.5797101449275363,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",7.0,yes
OBS0160,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.2,6.2,real,Real,run 3,FuSeq,FuSeq,FuSeq,,22.0,31.0,53.0,99.0,0.2222222222222222,0.4150943396226415,0.2894736842105263,,77.0,0.41509433962264153,0.2222222222222222,0.2894736842105263,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",77.0,yes
OBS0161,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.2,6.2,real,Real,,FusionMap,FusionMap,FusionMap,,22.0,25.0,47.0,99.0,0.2222222222222222,0.4680851063829787,0.3013698630136986,,77.0,0.46808510638297873,0.2222222222222222,0.3013698630136986,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",77.0,yes
OBS0163,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.2,6.2,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,35.0,226.0,261.0,99.0,0.3535353535353535,0.1340996168582375,0.1944444444444444,,64.0,0.13409961685823754,0.35353535353535354,0.19444444444444445,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",64.0,yes
OBS0164,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.2,6.2,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,41.0,20.0,61.0,99.0,0.4141414141414141,0.6721311475409836,0.5125,,58.0,0.6721311475409836,0.41414141414141414,0.5125,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",58.0,yes
OBS0165,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.2,6.2,real,Real,,JAFFA,JAFFA,JAFFA,,28.0,14.0,42.0,99.0,0.2828282828282828,0.6666666666666666,0.3971631205673758,,71.0,0.6666666666666666,0.2828282828282828,0.39716312056737585,,,,50,28000000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",71.0,yes
OBS0166,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.3,6.3,real,Real,,FuSeq,FuSeq,FuSeq,,7.0,14.0,21.0,11.0,0.6363636363636364,0.3333333333333333,0.4374999999999999,,4.0,0.3333333333333333,0.6363636363636364,0.43749999999999994,,,,50,12000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",4.0,no
OBS0167,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.3,6.3,real,Real,,FusionMap,FusionMap,FusionMap,,3.0,16.0,19.0,11.0,0.2727272727272727,0.1578947368421052,0.1999999999999999,,8.0,0.15789473684210525,0.2727272727272727,0.19999999999999998,,,,50,12000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",8.0,no
OBS0169,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.3,6.3,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,4.0,25.0,29.0,11.0,0.3636363636363636,0.1379310344827586,0.2,,7.0,0.13793103448275862,0.36363636363636365,0.2,,,,50,12000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",7.0,no
OBS0170,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.3,6.3,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,10.0,98.0,108.0,11.0,0.9090909090909092,0.0925925925925925,0.1680672268907563,,1.0,0.09259259259259259,0.9090909090909091,0.1680672268907563,,,,50,12000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",1.0,no
OBS0171,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.3,6.3,real,Real,,JAFFA,JAFFA,JAFFA,,2.0,2.0,4.0,11.0,0.1818181818181818,0.5,0.2666666666666666,,9.0,0.5,0.18181818181818182,0.26666666666666666,,,,50,12000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",9.0,no
OBS0172,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,run 8,FuSeq,FuSeq,FuSeq,,29.0,159.0,188.0,31.0,0.935483870967742,0.1542553191489361,0.2648401826484018,,2.0,0.15425531914893617,0.9354838709677419,0.26484018264840187,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",2.0,no
OBS0173,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,,FusionMap,FusionMap,FusionMap,,29.0,162.0,191.0,31.0,0.935483870967742,0.1518324607329843,0.2612612612612612,,2.0,0.1518324607329843,0.9354838709677419,0.26126126126126126,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",2.0,no
OBS0174,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,,TRUP,TRUP,TRUP,,20.0,189.0,209.0,31.0,0.6451612903225806,0.0956937799043062,0.1666666666666666,,11.0,0.09569377990430622,0.6451612903225806,0.16666666666666669,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",11.0,no
OBS0175,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,29.0,279.0,308.0,31.0,0.935483870967742,0.0941558441558441,0.1710914454277286,,2.0,0.09415584415584416,0.9354838709677419,0.1710914454277286,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",2.0,no
OBS0176,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,22.0,277.0,299.0,31.0,0.7096774193548387,0.0735785953177257,0.1333333333333333,,9.0,0.07357859531772576,0.7096774193548387,0.13333333333333336,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",9.0,no
OBS0177,6,https://doi.org/10.1186/s12864-018-5156-1,Dataset6.4,6.4,real,Real,,JAFFA,JAFFA,JAFFA,,30.0,874.0,904.0,31.0,0.967741935483871,0.0331858407079646,0.0641711229946524,,1.0,0.033185840707964605,0.967741935483871,0.06417112299465241,,,,100,25000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",new_tool,"yes, FuSeq",1.0,no
OBS0178,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,Arriba,Arriba,Arriba,,67.03999999999999,39.37269841269841,106.4126984126984,80.0,0.838,0.63,0.7192643051771117,,12.960000000000008,0.63,0.8379999999999999,0.7192643051771117,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,12.960000000000008,no
OBS0180,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,InFusion,InFusion,InFusion,,55.279999999999994,6.142222222222223,61.42222222222222,80.0,0.691,0.9,0.7817724701445632,,24.720000000000006,0.9,0.691,0.7817724701445632,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,24.720000000000006,no
OBS0181,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,pizzly,Pizzly,Pizzly,,43.52,5.934545454545457,49.45454545454546,80.0,0.544,0.88,0.6723595505617979,,36.48,0.88,0.544,0.6723595505617979,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,36.48,no
OBS0182,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,63.52,10.34046511627907,73.86046511627907,80.0,0.794,0.86,0.825683192261185,,16.479999999999997,0.86,0.794,0.825683192261185,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,16.479999999999997,no
OBS0183,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,STARChip,STARChip,STARChip,,21.200000000000003,60.338461538461544,81.53846153846155,80.0,0.265,0.26,0.2624761904761905,,58.8,0.26,0.265,0.2624761904761905,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,58.8,no
OBS0184,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,EricScript,EricScript,EricScript,,49.44,8.048372093023254,57.48837209302325,80.0,0.618,0.86,0.7191880920162381,,30.560000000000002,0.86,0.618,0.7191880920162381,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,30.560000000000002,no
OBS0185,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,FusionCatcher,FusionCatcher,FusionCatcher,,51.760000000000005,16.345263157894735,68.10526315789474,80.0,0.647,0.76,0.6989623312011373,,28.239999999999995,0.76,0.647,0.6989623312011373,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,28.239999999999995,no
OBS0186,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,MapSplice,MapSplice,MapSplice,,30.56000000000001,3.395555555555557,33.95555555555556,80.0,0.382,0.9,0.5363494539781591,,49.44,0.9,0.38200000000000006,0.5363494539781591,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,49.43999999999999,no
OBS0187,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,ChimeraScan,ChimeraScan,ChimeraScan,,70.56,11.486511627906978,82.04651162790698,80.0,0.882,0.86,0.8708610792192881,,9.439999999999998,0.86,0.882,0.8708610792192881,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,9.439999999999998,no
OBS0188,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,JAFFA,JAFFA,JAFFA,,44.720000000000006,8.518095238095242,53.23809523809525,80.0,0.559,0.84,0.6712794853466763,,35.279999999999994,0.84,0.559,0.6712794853466763,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,35.279999999999994,no
OBS0189,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,ChimPipe,ChimPipe,ChimPipe,,28.24,4.597209302325584,32.83720930232558,80.0,0.353,0.86,0.5005441055234954,,51.760000000000005,0.8599999999999999,0.353,0.5005441055234955,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,51.760000000000005,no
OBS0190,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,SOAPfuse,SOAPfuse,SOAPfuse,,58.8,10.376470588235293,69.17647058823529,80.0,0.735,0.85,0.7883280757097793,,21.200000000000003,0.85,0.735,0.7883280757097793,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,21.200000000000003,no
OBS0191,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,31.76,18.652698412698417,50.41269841269842,80.0,0.397,0.63,0.4870691333982472,,48.239999999999995,0.63,0.397,0.48706913339824726,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,48.239999999999995,no
OBS0192,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,INTEGRATE,INTEGRATE,INTEGRATE,,61.2,10.799999999999995,72.0,80.0,0.765,0.85,0.8052631578947368,,18.799999999999997,0.8500000000000001,0.765,0.8052631578947369,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,18.799999999999997,no
OBS0193,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.1,7.1,simulated,Simulated,,ChimeRScope,ChimeRScope,ChimeRScope,,22.319999999999997,32.11902439024391,54.4390243902439,80.0,0.2789999999999999,0.41,0.3320464441219158,,57.68000000000001,0.41,0.27899999999999997,0.3320464441219158,,,,75,307920.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,57.68000000000001,no
OBS0194,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,pizzly,Pizzly,Pizzly,,196.0,72.49315068493149,268.4931506849315,250.0,0.784,0.73,0.7560369881109644,,54.0,0.7300000000000001,0.784,0.7560369881109643,0.08333333333333333,5.0,1.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,54.0,no
OBS0195,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,FuSeq,FuSeq,FuSeq,,211.00000000000003,123.92063492063492,334.92063492063494,250.0,0.8440000000000001,0.63,0.7214654002713704,,38.99999999999997,0.63,0.8440000000000001,0.7214654002713704,0.5,8.0,2.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,38.99999999999997,no
OBS0196,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,STARChip,STARChip,STARChip,,1.0,2.0303030303030303,3.0303030303030303,250.0,0.004,0.33,0.0079041916167664,,249.0,0.33,0.004,0.007904191616766467,0.5833333333333334,28.0,3.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,249.0,no
OBS0197,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,Arriba,Arriba,Arriba,,233.0,65.71794871794873,298.71794871794873,250.0,0.932,0.78,0.8492523364485981,,17.0,0.7799999999999999,0.932,0.8492523364485981,1.0,30.0,4.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,17.0,no
OBS0198,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,172.0,66.88888888888889,238.88888888888889,250.0,0.688,0.72,0.7036363636363636,,78.0,0.72,0.688,0.7036363636363636,1.3333333333333333,36.0,5.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,78.0,no
OBS0199,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,EricScript,EricScript,EricScript,,158.0,257.7894736842105,415.7894736842105,250.0,0.632,0.38,0.4746245059288538,,92.0,0.38,0.632,0.4746245059288538,4.666666666666667,5.0,6.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,92.0,no
OBS0200,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,SOAPfuse,SOAPfuse,SOAPfuse,,204.0,47.85185185185185,251.85185185185185,250.0,0.816,0.81,0.8129889298892989,,46.0,0.81,0.816,0.8129889298892989,5.333333333333333,6.0,7.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,46.0,no
OBS0201,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,INTEGRATE,INTEGRATE,INTEGRATE,,143.00000000000003,33.543209876543216,176.54320987654324,250.0,0.5720000000000001,0.81,0.6705065123010131,,106.99999999999997,0.81,0.5720000000000001,0.6705065123010131,5.5,25.0,8.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,106.99999999999997,no
OBS0202,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,InFusion,InFusion,InFusion,,166.0,41.5,207.5,250.0,0.664,0.8,0.7256830601092896,,84.0,0.8,0.664,0.7256830601092896,7.0,5.0,9.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,84.0,no
OBS0203,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,JAFFA,JAFFA,JAFFA,,133.0,359.59259259259255,492.59259259259255,250.0,0.532,0.27,0.3582044887780549,,117.0,0.27,0.532,0.3582044887780549,7.666666666666667,40.0,10.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,117.0,no
OBS0204,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,ChimeRScope,ChimeRScope,ChimeRScope,,55.99999999999999,743.9999999999998,799.9999999999998,250.0,0.2239999999999999,0.07,0.1066666666666666,,194.0,0.07,0.22399999999999998,0.10666666666666667,8.5,56.0,11.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,194.0,no
OBS0205,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,MapSplice,MapSplice,MapSplice,,158.0,1.5959595959595845,159.59595959595958,250.0,0.632,0.99,0.7714919852034526,,92.0,0.9900000000000001,0.632,0.7714919852034526,12.166666666666666,6.0,12.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,92.0,no
OBS0206,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,102.0,83.45454545454544,185.45454545454544,250.0,0.408,0.55,0.4684759916492693,,148.0,0.55,0.408,0.46847599164926934,24.333333333333332,16.0,13.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,148.0,no
OBS0207,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,ChimPipe,ChimPipe,ChimPipe,,190.0,14.301075268817186,204.3010752688172,250.0,0.76,0.93,0.8364497041420119,,60.0,0.93,0.76,0.8364497041420119,24.666666666666668,8.0,14.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,60.0,no
OBS0208,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,FusionCatcher,FusionCatcher,FusionCatcher,,150.0,42.30769230769229,192.3076923076923,250.0,0.6,0.78,0.6782608695652174,,100.0,0.78,0.6,0.6782608695652174,27.0,15.0,15.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,100.0,no
OBS0209,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.2,7.2,simulated,Simulated,,ChimeraScan,ChimeraScan,ChimeraScan,,204.0,319.0769230769231,523.0769230769231,250.0,0.816,0.39,0.5277611940298507,,46.0,0.39,0.816,0.5277611940298507,28.583333333333332,4.0,16.0,50,64000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,46.0,no
OBS0210,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,Arriba,Arriba,Arriba,,227.0,67.80519480519479,294.8051948051948,250.0,0.908,0.77,0.8333253873659119,,23.0,0.77,0.908,0.8333253873659119,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,23.0,no
