observation_id,Benchmark,doi,Dataset,DatasetNumber,DatasetType,DatasetOrigin,run,ToolReported,Tool,tool_family,tool_version,TP,FP,TP_plus_FP,TruthTotal,Recall,Precision,F1,FN_reported,FN_recalculated,precision_recalculated,recall_recalculated,f1_recalculated,execution_time_h,memory_usage,time_ranking_in_set,Read_length,number_of_reads,has_f1,has_precision_recall,Is_Edgren,source_file,source_sheet,Benchmark_purpose,new_tool,FN,Is_Edgren_Binary
OBS0211,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,FuSeq,FuSeq,FuSeq,,208.00000000000003,89.1428571428572,297.1428571428572,250.0,0.8320000000000001,0.7,0.760313315926893,,41.99999999999997,0.7,0.8320000000000001,0.760313315926893,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,41.99999999999997,no
OBS0212,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,InFusion,InFusion,InFusion,,162.0,40.5,202.5,250.0,0.648,0.8,0.7160220994475139,,88.0,0.8,0.648,0.7160220994475139,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,88.0,no
OBS0213,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,pizzly,Pizzly,Pizzly,,198.0,69.56756756756755,267.56756756756755,250.0,0.792,0.74,0.765117493472585,,52.0,0.7400000000000001,0.792,0.7651174934725851,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,52.0,no
OBS0214,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,175.00000000000003,78.62318840579712,253.62318840579715,250.0,0.7000000000000001,0.69,0.6949640287769784,,74.99999999999997,0.69,0.7000000000000001,0.6949640287769784,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,74.99999999999997,no
OBS0215,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,STARChip,STARChip,STARChip,,43.0,76.44444444444444,119.44444444444444,250.0,0.172,0.36,0.232781954887218,,207.0,0.36,0.172,0.232781954887218,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,207.0,no
OBS0216,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,EricScript,EricScript,EricScript,,160.0,432.5925925925926,592.5925925925926,250.0,0.64,0.27,0.3797802197802198,,90.0,0.27,0.64,0.3797802197802198,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,90.0,no
OBS0217,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,FusionCatcher,FusionCatcher,FusionCatcher,,161.0,42.79746835443038,203.79746835443038,250.0,0.644,0.79,0.7095676429567642,,89.0,0.79,0.644,0.7095676429567642,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,89.0,no
OBS0218,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,MapSplice,MapSplice,MapSplice,,162.0,1.636363636363626,163.63636363636363,250.0,0.648,0.99,0.7832967032967033,,88.0,0.9900000000000001,0.648,0.7832967032967033,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,88.0,no
OBS0219,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,ChimeraScan,ChimeraScan,ChimeraScan,,205.00000000000003,295.0000000000001,500.0000000000001,250.0,0.8200000000000001,0.41,0.5466666666666666,,44.99999999999997,0.41,0.8200000000000001,0.5466666666666666,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,44.99999999999997,no
OBS0220,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,JAFFA,JAFFA,JAFFA,,177.0,455.1428571428571,632.1428571428571,250.0,0.708,0.28,0.4012955465587045,,73.0,0.28,0.708,0.4012955465587045,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,73.0,no
OBS0221,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,ChimPipe,ChimPipe,ChimPipe,,188.0,14.15053763440858,202.15053763440858,250.0,0.752,0.93,0.8315814506539835,,62.0,0.9300000000000002,0.752,0.8315814506539834,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,62.0,no
OBS0222,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,SOAPfuse,SOAPfuse,SOAPfuse,,201.99999999999997,47.38271604938268,249.38271604938265,250.0,0.8079999999999999,0.81,0.8089987639060569,,48.00000000000003,0.81,0.8079999999999999,0.8089987639060569,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,48.00000000000003,no
OBS0223,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,89.00000000000001,69.92857142857143,158.92857142857144,250.0,0.356,0.56,0.4352838427947598,,161.0,0.56,0.35600000000000004,0.43528384279475985,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,161.0,no
OBS0224,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,INTEGRATE,INTEGRATE,INTEGRATE,,147.0,46.42105263157893,193.42105263157893,250.0,0.588,0.76,0.6630267062314541,,103.0,0.7600000000000001,0.588,0.6630267062314541,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,103.0,no
OBS0225,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.3,7.3,simulated,Simulated,,ChimeRScope,ChimeRScope,ChimeRScope,,86.0,1142.5714285714284,1228.5714285714284,250.0,0.344,0.07,0.1163285024154589,,164.0,0.07,0.344,0.11632850241545895,,,,75,42000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,164.0,no
OBS0226,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,Arriba,Arriba,Arriba,,226.0,60.07594936708858,286.0759493670886,250.0,0.904,0.79,0.8431641086186541,,24.0,0.79,0.904,0.8431641086186541,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,24.0,no
OBS0227,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,FuSeq,FuSeq,FuSeq,,207.0,93.0,300.0,250.0,0.828,0.69,0.7527272727272728,,43.0,0.69,0.828,0.7527272727272728,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,43.0,no
OBS0228,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,InFusion,InFusion,InFusion,,168.99999999999997,42.24999999999997,211.24999999999994,250.0,0.6759999999999999,0.8,0.7327913279132791,,81.00000000000003,0.8,0.6759999999999999,0.7327913279132791,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,81.00000000000003,no
OBS0229,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,pizzly,Pizzly,Pizzly,,197.0,58.84415584415584,255.84415584415584,250.0,0.788,0.77,0.7788960205391529,,53.0,0.77,0.788,0.7788960205391529,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,53.0,no
OBS0230,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,168.99999999999997,83.23880597014923,252.2388059701492,250.0,0.6759999999999999,0.67,0.6729866270430905,,81.00000000000003,0.67,0.6759999999999999,0.6729866270430905,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,81.00000000000003,no
OBS0231,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,STARChip,STARChip,STARChip,,43.0,100.33333333333334,143.33333333333334,250.0,0.172,0.3,0.2186440677966101,,207.0,0.3,0.172,0.21864406779661016,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,207.0,no
OBS0232,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,EricScript,EricScript,EricScript,,150.0,426.9230769230769,576.9230769230769,250.0,0.6,0.26,0.3627906976744186,,100.0,0.26,0.6,0.3627906976744186,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,100.0,no
OBS0233,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,FusionCatcher,FusionCatcher,FusionCatcher,,165.0,64.16666666666669,229.16666666666669,250.0,0.66,0.72,0.6886956521739132,,85.0,0.72,0.66,0.6886956521739132,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,85.0,no
OBS0234,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,MapSplice,MapSplice,MapSplice,,152.0,1.5353535353535506,153.53535353535355,250.0,0.608,0.99,0.7533416770963706,,98.0,0.9899999999999999,0.608,0.7533416770963705,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,98.0,no
OBS0235,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,ChimeraScan,ChimeraScan,ChimeraScan,,200.0,300.0,500.0,250.0,0.8,0.4,0.5333333333333333,,50.0,0.4,0.8,0.5333333333333333,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,50.0,no
OBS0236,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,JAFFA,JAFFA,JAFFA,,182.0,467.9999999999999,649.9999999999999,250.0,0.728,0.28,0.4044444444444445,,68.0,0.28,0.728,0.4044444444444445,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,68.0,no
OBS0237,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,ChimPipe,ChimPipe,ChimPipe,,177.0,15.391304347826065,192.39130434782606,250.0,0.708,0.92,0.80019656019656,,73.0,0.9200000000000002,0.708,0.8001965601965602,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,73.0,no
OBS0238,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,SOAPfuse,SOAPfuse,SOAPfuse,,198.99999999999997,43.6829268292683,242.68292682926827,250.0,0.7959999999999999,0.82,0.8078217821782177,,51.00000000000003,0.82,0.7959999999999999,0.8078217821782177,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,51.00000000000003,no
OBS0239,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,68.0,51.298245614035096,119.2982456140351,250.0,0.272,0.57,0.3682660332541568,,182.0,0.57,0.272,0.3682660332541568,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,182.0,no
OBS0240,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,INTEGRATE,INTEGRATE,INTEGRATE,,139.0,36.94936708860757,175.94936708860757,250.0,0.556,0.79,0.6526597325408618,,111.0,0.7900000000000001,0.556,0.652659732540862,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,111.0,no
OBS0241,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.4,7.4,simulated,Simulated,,ChimeRScope,ChimeRScope,ChimeRScope,,85.0,977.5,1062.5,250.0,0.34,0.08,0.1295238095238095,,165.0,0.08,0.34,0.1295238095238095,,,,100,31500000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,165.0,no
OBS0242,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,run 1,pizzly,Pizzly,Pizzly,,20.025999999999996,981.274,1001.2999999999998,62.0,0.3229999999999999,0.02,0.037667638483965,,41.974000000000004,0.02,0.32299999999999995,0.03766763848396502,0.18333333333333332,5.0,1.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,41.974000000000004,no
OBS0243,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,FuSeq,FuSeq,FuSeq,,29.016,74.61257142857141,103.62857142857142,62.0,0.4679999999999999,0.28,0.3503743315508021,,32.984,0.28,0.46799999999999997,0.35037433155080216,0.6666666666666666,6.0,2.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,32.984,no
OBS0244,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,STARChip,STARChip,STARChip,,0.0,0.0,0.0,62.0,0.0,0.0,0.0,,62.0,,0.0,0,1.0,28.0,3.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,62.0,no
OBS0245,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,Arriba,Arriba,Arriba,,6.013999999999999,54.12599999999999,60.13999999999999,62.0,0.0969999999999999,0.1,0.098477157360406,,55.986000000000004,0.1,0.09699999999999999,0.09847715736040609,1.25,30.0,4.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,55.986000000000004,no
OBS0246,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,5.022,24.519176470588235,29.541176470588233,62.0,0.081,0.17,0.1097211155378486,,56.978,0.17,0.081,0.1097211155378486,2.8333333333333335,37.0,5.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,56.978,no
OBS0247,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,FusionCatcher,FusionCatcher,FusionCatcher,,21.017999999999997,63.05399999999999,84.07199999999999,62.0,0.3389999999999999,0.25,0.2877758913412563,,40.982,0.25,0.33899999999999997,0.28777589134125636,3.6666666666666665,16.0,6.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,40.982,no
OBS0248,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,EricScript,EricScript,EricScript,,24.985999999999997,474.7339999999999,499.7199999999999,62.0,0.4029999999999999,0.05,0.088962472406181,,37.014,0.05,0.40299999999999997,0.08896247240618103,7.666666666666667,6.0,7.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,37.014,no
OBS0249,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,JAFFA,JAFFA,JAFFA,,45.012,2205.5879999999997,2250.6,62.0,0.726,0.02,0.0389276139410187,,16.988,0.02,0.726,0.03892761394101877,8.666666666666666,5.0,8.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,16.988,no
OBS0250,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,InFusion,InFusion,InFusion,,9.982,24.438689655172418,34.42068965517242,62.0,0.161,0.29,0.2070509977827051,,52.018,0.29,0.161,0.2070509977827051,11.5,5.0,9.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,52.018,no
OBS0251,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,41.974,30.39496551724139,72.36896551724139,62.0,0.677,0.58,0.6247573587907717,,20.025999999999996,0.58,0.677,0.6247573587907717,12.166666666666666,6.0,10.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,20.026000000000003,no
OBS0252,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,ChimeraScan,ChimeraScan,ChimeraScan,,33.976,815.424,849.4,62.0,0.5479999999999999,0.04,0.0745578231292517,,28.024,0.04,0.5479999999999999,0.0745578231292517,12.5,4.0,11.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,28.024,no
OBS0253,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,INTEGRATE,INTEGRATE,INTEGRATE,,2.976,30.09066666666667,33.06666666666667,62.0,0.048,0.09,0.0626086956521739,,59.024,0.09,0.048,0.0626086956521739,14.666666666666666,23.0,12.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,59.024,no
OBS0254,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,ChimeRScope,ChimeRScope,ChimeRScope,,2.976,71.42399999999999,74.39999999999999,62.0,0.048,0.04,0.0436363636363636,,59.024,0.04,0.048,0.04363636363636364,16.166666666666668,24.0,13.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,59.024,no
OBS0255,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,0.992,3.968,4.96,62.0,0.016,0.2,0.0296296296296296,,61.008,0.2,0.016,0.029629629629629627,24.166666666666668,14.0,14.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,61.008,no
OBS0256,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,ChimPipe,ChimPipe,ChimPipe,,15.004,40.566370370370365,55.57037037037036,62.0,0.242,0.27,0.255234375,,46.996,0.27,0.242,0.255234375,27.983333333333334,8.0,15.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,46.996,no
OBS0257,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.5,7.5,real,Real,,MapSplice,MapSplice,MapSplice,,2.976,19.916307692307697,22.892307692307693,62.0,0.048,0.13,0.0701123595505618,,59.024,0.13,0.048,0.0701123595505618,43.083333333333336,6.0,16.0,100,65000000.0,True,True,False,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,59.024,no
OBS0258,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,run 3,Arriba,Arriba,Arriba,,22.005000000000003,135.17357142857145,157.17857142857144,27.0,0.8150000000000001,0.14,0.2389528795811518,,4.994999999999997,0.14,0.8150000000000001,0.23895287958115186,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,4.994999999999997,yes
OBS0259,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,FuSeq,FuSeq,FuSeq,,21.006,63.018,84.024,27.0,0.778,0.25,0.3784046692607004,,5.994,0.25,0.778,0.3784046692607004,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,5.994,yes
OBS0260,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,InFusion,InFusion,InFusion,,19.008000000000003,42.30812903225807,61.316129032258075,27.0,0.7040000000000001,0.31,0.4304536489151874,,7.991999999999997,0.31,0.7040000000000001,0.4304536489151874,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,7.991999999999997,yes
OBS0261,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,pizzly,Pizzly,Pizzly,,20.007,980.343,1000.35,27.0,0.741,0.02,0.0389487516425755,,6.9929999999999986,0.02,0.7410000000000001,0.03894875164257556,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,6.9929999999999986,yes
OBS0262,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,STAR-Fusion,STAR-Fusion,STAR-Fusion,,22.005000000000003,51.345000000000006,73.35000000000001,27.0,0.8150000000000001,0.3,0.4385650224215247,,4.994999999999997,0.3,0.8150000000000001,0.4385650224215247,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,4.994999999999997,yes
OBS0263,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,STARChip,STARChip,STARChip,,5.994,79.63457142857142,85.62857142857142,27.0,0.222,0.07,0.1064383561643835,,21.006,0.07,0.222,0.10643835616438356,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,21.006,yes
OBS0264,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,EricScript,EricScript,EricScript,,16.011,107.15053846153846,123.16153846153846,27.0,0.593,0.13,0.2132503457814661,,10.989,0.13,0.593,0.21325034578146615,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,10.989,yes
OBS0265,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,FusionCatcher,FusionCatcher,FusionCatcher,,20.007,24.453,44.46,27.0,0.741,0.45,0.5599496221662469,,6.9929999999999986,0.45,0.7410000000000001,0.559949622166247,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,6.9929999999999986,yes
OBS0266,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,MapSplice,MapSplice,MapSplice,,17.01,21.649090909090912,38.659090909090914,27.0,0.63,0.44,0.5181308411214953,,9.989999999999998,0.44,0.63,0.5181308411214953,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,9.989999999999998,yes
OBS0267,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,ChimeraScan,ChimeraScan,ChimeraScan,,23.004,2277.396,2300.4,27.0,0.8520000000000001,0.01,0.019767981438515,,3.9959999999999987,0.01,0.8520000000000001,0.019767981438515082,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,3.9959999999999987,yes
OBS0268,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,JAFFA,JAFFA,JAFFA,,17.01,68.03999999999999,85.05,27.0,0.63,0.2,0.3036144578313253,,9.989999999999998,0.20000000000000004,0.63,0.30361445783132535,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,9.989999999999998,yes
OBS0269,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,ChimPipe,ChimPipe,ChimPipe,,18.009,42.021,60.03,27.0,0.667,0.3,0.4138572905894518,,8.991,0.3,0.667,0.41385729058945186,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,8.991,yes
OBS0270,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,SOAPfuse,SOAPfuse,SOAPfuse,,20.007,97.68123529411764,117.68823529411765,27.0,0.741,0.17,0.2765532381997804,,6.9929999999999986,0.17,0.7410000000000001,0.27655323819978045,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,6.9929999999999986,yes
OBS0271,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,TopHat-Fusion,TopHat-Fusion,TopHat-Fusion,,11.988,27.972,39.96,27.0,0.444,0.3,0.3580645161290322,,15.012,0.3,0.444,0.35806451612903223,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,15.012,yes
OBS0272,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,INTEGRATE,INTEGRATE,INTEGRATE,,16.011,34.023375,50.034375,27.0,0.593,0.32,0.4156845564074479,,10.989,0.32,0.593,0.41568455640744795,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,10.989,yes
OBS0273,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.6,7.6,real,Real,,ChimeRScope,ChimeRScope,ChimeRScope,,9.99,132.72428571428568,142.7142857142857,27.0,0.37,0.07,0.1177272727272727,,17.009999999999998,0.07,0.37,0.11772727272727274,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,17.009999999999998,yes
OBS0274,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.7,7.7,real,Real,run 3,Arriba,Arriba,Arriba,,45.045,110.28258620689655,155.32758620689657,99.0,0.455,0.29,0.354228187919463,,53.955,0.29,0.455,0.35422818791946303,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,53.955,yes
OBS0275,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.7,7.7,real,Real,,FuSeq,FuSeq,FuSeq,,35.046,50.43204878048781,85.47804878048781,99.0,0.354,0.41,0.3799476439790575,,63.954,0.41,0.354,0.37994764397905756,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,63.954,yes
OBS0276,7,https://doi.org/10.1080/15476286.2021.1940047,Dataset7.7,7.7,real,Real,,InFusion,InFusion,InFusion,,25.047,37.5705,62.6175,99.0,0.253,0.4,0.3099540581929556,,73.953,0.4000000000000001,0.253,0.3099540581929557,,,,50,21500000.0,True,True,True,Benchmarki_Agnieszka.xlsx,"Sensitivity, Precision",independent_comparison,no,73.953,yes
